source,target,weight
1,23,144
1,42,15
2,11,54
2,61,49
3,43,19
3,98,96
4,11,104
4,20,34
5,12,151
5,21,39
6,58,140
6,72,119
7,44,175
7,64,103
8,16,54
8,39,92
9,82,31
9,99,179
10,19,13
10,24,198
11,47,4
11,94,3
12,76,129
12,89,88
13,32,79
13,81,94
14,68,159
14,87,53
15,25,106
15,78,110
16,23,29
16,90,114
17,46,123
17,60,174
18,28,78
18,90,64
19,13,115
19,93,192
20,49,192
20,96,185
21,68,48
21,78,143
22,35,21
22,67,138
23,2,165
23,7,41
24,80,120
24,84,1
25,10,165
25,31,119
26,75,110
26,99,17
27,12,116
27,74,44
28,73,143
28,93,30
29,52,93
29,61,17
30,32,37
30,50,94
31,26,175
31,34,108
32,13,19
32,98,181
33,81,149
33,82,32
34,26,143
34,87,105
35,75,10
35,98,166
36,6,76
36,32,184
37,5,133
37,32,45
38,34,58
38,86,11
39,43,142
39,61,138
40,80,30
40,88,28
41,22,145
41,88,88
42,10,48
42,57,57
43,61,53
43,64,187
44,2,24
44,38,47
45,8,133
45,50,22
46,27,127
46,29,63
47,34,16
47,70,7
48,63,58
48,97,87
49,56,159
49,78,4
50,30,90
50,100,45
51,23,119
51,62,34
52,3,177
52,94,35
53,26,125
53,79,44
54,26,90
54,58,133
55,60,65
55,94,190
56,66,84
56,73,141
57,13,97
57,58,112
58,36,7
58,93,86
59,8,71
59,14,61
60,4,104
60,50,4
61,60,184
61,99,148
62,15,75
62,71,35
63,19,122
63,48,47
64,17,97
64,58,20
65,62,152
65,86,6
66,39,46
66,68,68
67,64,106
67,68,134
68,29,101
68,47,131
69,73,57
69,86,180
70,41,195
70,61,186
71,60,177
71,85,154
72,5,53
72,30,95
73,70,12
73,80,130
74,19,136
74,48,79
75,9,81
75,49,76
76,41,178
76,79,124
77,18,104
77,85,19
78,5,99
78,93,176
79,36,78
79,48,184
80,76,82
80,90,13
81,86,120
81,98,21
82,45,47
82,84,180
83,21,96
83,52,10
84,59,38
84,78,50
85,7,164
85,64,50
86,89,180
86,98,164
87,29,159
87,34,4
88,70,103
88,77,149
89,37,2
89,75,182
90,14,194
90,33,131
91,14,175
91,59,90
92,19,151
92,39,118
93,5,133
93,72,177
94,5,70
94,47,22
95,32,77
95,90,4
96,23,108
96,47,80
97,55,177
97,100,40
98,37,100
98,81,74
99,8,138
99,97,184
100,19,170
100,93,43
