source,target,weight
1,2,52
1,3,139
1,4,175
1,5,185
1,6,122
1,7,130
1,8,194
1,9,116
1,10,101
1,11,117
1,12,175
1,13,79
1,14,109
1,15,61
1,16,38
1,17,50
1,18,87
1,19,146
1,20,159
1,21,131
1,22,188
1,23,4
1,24,194
1,25,99
1,26,11
1,27,77
1,28,99
1,29,74
1,30,176
1,31,75
1,32,86
1,33,129
1,34,183
1,35,9
1,36,38
1,37,52
1,38,95
1,39,66
1,40,192
1,41,88
1,42,13
1,43,85
1,44,189
1,45,188
1,46,131
1,47,189
1,48,23
1,49,77
1,50,154
1,51,65
1,52,148
1,53,59
1,54,154
1,55,39
1,56,130
1,57,36
1,58,35
1,59,156
1,60,180
1,61,179
1,62,52
1,63,47
1,64,184
1,65,20
1,66,113
1,67,121
1,68,171
1,69,134
1,70,152
1,71,71
1,72,74
1,73,184
1,74,50
1,75,29
1,76,193
1,77,169
1,78,90
1,79,52
1,80,177
1,81,166
1,82,129
1,83,150
1,84,182
1,85,198
1,86,88
1,87,162
1,88,191
1,89,66
1,90,8
1,91,24
1,92,56
1,93,136
1,94,189
1,95,32
1,96,20
1,97,190
1,98,181
1,99,182
1,100,181
2,1,36
2,3,191
2,4,47
2,5,57
2,6,40
2,7,154
2,8,26
2,9,153
2,10,91
2,11,92
2,12,132
2,13,158
2,14,30
2,15,86
2,16,31
2,17,86
2,18,63
2,19,94
2,20,165
2,21,8
2,22,55
2,23,17
2,24,87
2,25,192
2,26,166
2,27,87
2,28,179
2,29,1
2,30,157
2,31,73
2,32,193
2,33,32
2,34,144
2,35,113
2,36,99
2,37,95
2,38,144
2,39,12
2,40,8
2,41,14
2,42,176
2,43,145
2,44,57
2,45,167
2,46,121
2,47,200
2,48,136
2,49,67
2,50,5
2,51,196
2,52,31
2,53,136
2,54,117
2,55,107
2,56,167
2,57,138
2,58,36
2,59,106
2,60,66
2,61,130
2,62,191
2,63,124
2,64,28
2,65,60
2,66,81
2,67,87
2,68,192
2,69,69
2,70,184
2,71,23
2,72,197
2,73,79
2,74,82
