source,target,weight
1,4,117
1,5,2
1,15,157
1,23,39
1,25,109
1,39,91
1,41,25
1,44,170
1,54,69
1,63,148
1,73,58
1,74,113
1,83,30
1,95,36
1,96,56
2,14,99
2,26,171
2,27,102
2,41,55
2,45,143
2,53,31
2,60,77
2,73,121
2,74,62
2,79,121
2,80,151
2,82,97
2,86,24
2,87,62
2,98,174
3,4,180
3,8,195
3,18,26
3,19,20
3,25,19
3,39,155
3,56,55
3,57,59
3,59,77
3,72,77
3,75,66
3,82,50
3,84,23
3,88,32
3,100,175
4,12,30
4,17,14
4,22,18
4,30,74
4,33,48
4,37,93
4,40,109
4,62,174
4,75,110
4,76,18
4,80,190
4,83,32
4,88,92
4,90,108
4,93,72
5,2,29
5,8,186
5,10,46
5,17,43
5,21,173
5,25,128
5,31,193
5,32,31
5,34,27
5,35,24
5,43,87
5,65,25
5,69,144
5,82,81
5,97,119
6,8,115
6,22,160
6,24,153
6,28,72
6,31,193
6,32,6
6,45,163
6,61,1
6,62,85
6,66,77
6,69,166
6,75,143
6,88,159
6,91,185
6,98,192
7,5,175
7,8,147
7,10,72
7,13,83
7,19,35
7,27,175
7,28,65
7,32,55
7,33,72
7,35,40
7,47,4
7,48,13
7,67,94
7,92,74
7,93,157
8,10,159
8,15,150
8,20,168
8,25,167
8,30,64
8,31,36
8,44,107
8,50,128
8,56,117
8,57,178
8,60,9
8,78,86
8,85,137
8,91,102
8,97,170
9,7,59
9,16,21
9,22,199
9,23,12
9,26,65
9,59,7
9,60,130
9,62,179
9,63,90
9,65,109
9,73,90
9,74,150
9,86,117
9,88,114
9,98,112
10,18,183
10,22,20
10,27,194
10,30,136
10,34,177
10,41,96
10,42,21
10,46,32
10,47,19
10,53,200
10,57,73
10,89,161
10,90,195
10,94,105
10,95,88
11,8,176
11,9,131
11,10,85
11,16,108
11,22,80
11,25,76
11,34,79
11,39,118
11,56,186
11,61,52
11,62,63
11,67,98
11,72,27
11,88,32
11,93,22
12,4,193
12,11,83
12,17,35
12,19,60
12,31,79
12,33,94
12,53,177
12,64,22
12,65,68
12,69,180
12,71,43
12,72,9
12,80,93
12,83,121
12,87,15
13,1,106
13,9,132
13,10,83
13,26,189
13,32,32
13,35,132
13,36,67
13,53,9
13,56,122
13,62,65
13,67,156
13,70,104
13,73,44
13,75,193
13,80,161
14,9,129
14,15,76
14,22,181
14,26,4
14,30,192
14,33,80
14,40,91
14,41,111
14,61,175
14,64,167
14,65,12
14,79,158
14,83,72
14,92,140
14,94,164
15,2,23
15,4,153
15,13,138
15,38,114
15,42,156
15,50,171
15,52,189
15,53,118
15,55,108
15,56,156
15,62,137
15,79,18
15,81,158
15,91,140
15,100,187
16,5,146
16,6,124
16,11,56
16,12,165
16,33,95
16,45,39
16,48,128
16,67,111
16,69,169
16,78,85
16,82,157
16,83,5
16,85,21
16,86,190
16,94,66
17,3,190
17,4,102
17,6,43
17,11,34
17,20,77
17,23,38
17,37,176
17,48,176
17,49,62
17,52,163
17,54,98
17,57,2
17,64,44
17,83,10
17,99,195
18,5,60
18,11,131
18,16,68
18,17,115
18,32,126
18,35,72
18,40,96
18,45,122
18,52,30
18,55,62
18,62,76
18,65,140
18,73,185
18,81,160
18,92,188
19,12,147
19,28,175
19,34,98
19,36,182
19,48,177
19,49,102
19,57,157
19,59,69
19,69,71
19,71,163
19,79,160
19,81,97
19,84,46
19,90,177
19,99,98
20,5,65
20,8,137
20,14,53
20,16,139
20,17,43
20,21,64
20,22,117
20,28,104
20,29,12
20,32,14
20,49,107
20,55,18
20,66,79
20,82,125
20,91,184
21,4,57
21,5,44
21,10,128
21,17,29
21,24,28
21,27,185
21,40,3
21,64,93
21,66,73
21,72,27
21,76,109
21,82,2
21,87,135
21,93,159
21,97,58
22,1,68
22,4,165
22,10,87
22,19,88
22,21,72
22,26,2
22,33,140
22,34,85
22,37,196
22,42,135
22,71,155
22,89,195
22,91,152
22,93,68
22,98,124
23,1,137
23,2,79
23,6,33
23,22,124
23,32,151
23,42,152
23,46,134
23,58,20
23,62,94
23,77,13
23,78,136
23,89,16
23,94,47
23,95,100
23,97,187
24,12,26
24,17,79
24,19,92
24,25,122
24,27,30
24,30,56
24,41,135
24,49,195
24,52,144
24,68,143
24,71,84
24,77,48
24,83,76
24,85,88
24,95,105
25,8,145
25,17,152
25,20,138
25,21,124
25,43,197
25,44,131
25,46,106
25,53,51
25,55,20
25,65,189
25,69,144
25,75,143
25,77,196
25,85,19
25,87,174
26,3,133
26,5,117
26,18,118
26,19,119
26,22,81
26,32,25
26,45,12
26,48,155
26,54,115
26,63,121
26,68,83
26,71,150
26,77,149
26,83,116
26,90,101
27,4,70
27,6,85
27,7,18
27,8,56
27,10,6
27,15,118
27,20,183
27,24,168
27,49,67
27,56,132
27,68,127
27,70,198
27,78,43
27,83,40
27,89,135
28,6,93
28,16,75
28,17,174
28,19,5
28,25,149
28,37,29
28,46,5
28,51,116
28,56,106
28,67,135
28,69,200
28,75,164
28,86,134
28,89,53
28,100,24
29,4,49
29,7,162
29,8,101
29,12,43
29,38,57
29,44,177
29,57,110
29,63,92
29,69,163
29,73,58
29,76,145
29,77,179
29,80,108
29,86,36
29,91,104
30,5,93
30,14,70
30,15,118
30,20,3
30,25,171
30,33,31
30,37,136
30,42,30
30,49,147
30,51,175
30,52,195
30,53,80
30,58,163
30,73,185
30,86,137
31,7,67
31,8,41
31,10,190
31,15,41
31,18,45
31,21,39
31,23,191
31,26,70
31,36,188
31,58,9
31,65,49
31,71,21
31,76,192
31,96,70
31,99,37
32,2,166
32,7,54
32,15,196
32,18,45
32,29,41
32,37,144
32,38,178
32,65,151
32,68,104
32,70,15
32,74,65
32,83,185
32,88,27
32,97,90
32,100,81
33,5,120
33,10,55
33,11,42
33,13,100
33,30,165
33,32,25
33,39,82
33,41,77
33,44,28
33,53,199
33,54,37
33,74,187
33,79,80
