source,target,weight
1,7,23
1,12,281
1,25,231
1,29,238
1,46,260
1,47,380
1,53,249
1,54,166
1,59,390
1,63,179
1,65,262
1,67,87
1,68,395
1,69,25
1,71,8
1,74,249
1,75,19
1,76,26
1,79,199
1,80,185
1,81,35
1,82,284
1,90,92
1,106,4
1,110,385
1,111,200
1,114,225
1,115,34
1,117,124
1,118,108
1,122,198
1,123,71
1,124,121
1,125,45
1,126,396
1,127,283
1,128,126
1,139,167
1,140,151
1,151,109
1,152,244
1,154,336
1,159,283
1,160,105
1,169,71
1,170,256
1,171,316
1,174,19
1,176,279
1,177,250
1,179,301
1,181,113
1,182,386
1,186,120
1,190,179
1,191,139
1,193,114
1,194,125
1,197,199
1,198,273
1,200,368
2,6,81
2,8,159
2,10,277
2,11,177
2,13,353
2,17,332
2,23,312
2,27,208
2,30,10
2,31,73
2,33,49
2,34,313
2,41,43
2,42,207
2,43,94
2,46,93
2,47,149
2,53,210
2,55,41
2,57,129
2,58,399
2,63,363
2,64,52
2,65,223
2,66,189
2,67,214
2,68,390
2,69,258
2,73,115
2,83,339
2,84,106
2,85,302
2,89,89
2,92,140
2,93,119
2,96,239
2,102,73
2,106,298
2,109,59
2,111,12
2,113,313
2,117,167
2,119,156
2,120,146
2,133,46
2,140,146
2,141,119
2,142,159
2,143,274
2,146,159
2,149,164
2,153,219
2,157,10
2,162,313
2,182,193
2,184,77
2,186,53
2,189,261
2,193,217
2,194,125
2,196,133
3,5,331
3,7,90
3,8,7
3,10,119
3,15,80
3,16,188
3,23,372
3,25,89
3,26,200
3,30,395
3,36,354
3,37,96
3,40,160
3,43,218
3,46,165
3,49,185
3,50,297
3,55,228
3,57,74
3,60,332
3,65,266
3,66,258
3,69,335
3,77,84
3,78,9
3,80,343
3,81,43
3,85,270
3,88,110
3,90,55
3,91,249
3,95,99
3,98,284
3,102,105
3,105,282
3,108,1
3,110,96
3,113,153
3,117,80
3,119,106
3,122,399
3,124,87
3,126,372
3,129,57
3,139,197
3,141,197
3,142,320
3,156,251
3,158,142
3,160,115
3,163,310
3,164,56
3,171,63
3,173,357
3,178,268
3,181,326
3,189,353
3,190,195
3,194,97
3,199,44
3,200,112
4,3,385
4,10,244
4,11,60
4,13,329
4,18,46
4,19,153
4,20,316
4,23,241
4,25,83
4,28,97
4,29,373
4,31,176
4,34,6
4,38,122
4,49,372
4,51,344
4,52,106
4,55,284
4,56,122
4,57,219
4,63,148
4,66,136
4,69,262
4,70,183
4,75,393
4,80,72
4,85,43
4,86,26
4,88,238
4,94,257
4,95,15
4,106,274
4,109,27
4,113,117
4,114,306
4,117,298
4,118,45
4,121,92
4,132,137
4,135,274
4,138,102
4,140,243
4,142,353
4,143,50
4,148,400
4,150,298
4,151,27
4,155,295
4,156,111
4,163,121
4,166,17
4,170,181
4,173,176
4,174,12
4,175,65
4,178,247
4,181,257
4,184,267
4,192,92
4,198,365
4,200,85
5,2,362
5,4,188
5,6,77
5,7,114
5,12,36
5,16,108
5,21,235
5,23,267
5,26,239
5,29,257
5,31,291
5,32,349
5,35,211
5,37,63
5,53,2
5,54,350
5,61,158
5,64,199
5,65,98
5,67,328
5,70,72
5,71,76
5,73,61
5,78,78
5,79,51
5,84,328
5,87,20
5,93,135
5,94,366
5,95,104
5,96,269
5,97,10
5,108,206
5,111,175
5,112,96
5,115,366
5,123,268
5,124,324
5,126,137
5,128,54
5,130,59
5,131,184
5,132,327
5,133,353
5,134,26
5,137,65
5,142,140
5,144,203
5,149,215
5,152,171
5,163,146
5,168,366
5,170,47
5,173,140
5,175,30
5,179,95
5,183,4
5,188,168
5,193,94
5,195,83
5,196,114
6,5,90
6,8,102
6,9,134
6,12,219
6,19,56
6,22,188
6,23,111
6,25,374
6,30,359
6,35,140
6,37,173
6,43,22
6,44,172
6,50,142
6,51,318
6,52,325
6,56,3
6,60,369
6,61,294
6,64,29
6,65,389
6,67,383
6,68,272
6,71,343
6,73,381
6,74,159
6,75,108
6,82,231
6,87,292
6,94,105
6,98,194
6,99,50
6,100,215
6,101,263
6,102,336
6,105,36
6,111,29
6,112,268
6,118,306
6,119,106
6,120,168
6,133,77
6,135,343
6,136,81
6,137,216
6,138,307
6,141,244
6,143,192
6,145,17
6,146,49
6,147,372
6,149,139
6,151,359
6,156,236
6,158,298
6,160,233
6,174,346
6,186,18
6,187,103
6,193,311
6,199,272
7,2,329
7,5,109
7,8,30
7,10,135
7,13,146
7,18,326
7,21,277
7,25,211
7,26,29
7,32,134
7,36,277
7,38,93
7,42,262
7,46,207
7,53,38
7,57,315
7,59,230
7,61,194
7,65,383
7,66,265
7,68,212
7,71,352
7,81,123
7,86,166
7,88,369
7,91,302
7,92,224
7,101,243
7,105,37
7,107,277
7,111,120
7,115,202
7,116,251
7,118,336
7,119,6
7,123,294
7,124,98
7,127,44
7,130,52
7,131,53
7,132,7
7,133,141
7,134,76
7,142,71
7,143,137
7,146,100
7,156,376
7,159,105
7,162,361
7,163,181
7,165,187
7,166,356
7,169,327
7,172,243
7,178,52
7,182,14
7,188,399
7,190,298
7,193,14
7,194,339
7,197,335
8,2,370
8,3,108
8,5,18
8,6,227
8,7,366
8,10,359
8,13,89
8,16,90
8,20,275
8,23,251
8,27,45
8,32,191
8,41,216
8,45,82
8,49,106
8,50,172
8,57,293
8,58,279
8,59,367
8,60,310
8,64,349
8,67,399
8,68,291
8,70,356
8,72,158
8,73,306
8,82,143
8,85,53
8,86,145
8,89,245
8,93,79
8,94,56
8,95,307
8,98,207
8,100,28
8,102,162
8,109,67
8,111,86
8,115,368
8,118,269
8,121,288
8,128,346
8,129,359
8,130,205
8,136,115
8,141,85
8,143,148
8,144,177
8,147,60
8,152,224
8,156,91
8,159,360
8,163,289
8,168,185
8,169,275
8,172,89
8,173,8
8,175,96
8,191,131
8,192,172
8,194,66
9,3,360
9,8,118
9,12,50
9,16,224
9,17,53
9,21,265
9,23,94
9,25,127
9,26,277
9,28,21
9,32,316
9,35,212
9,45,87
9,51,94
9,53,94
9,54,140
9,60,217
9,68,274
9,70,41
9,82,341
9,85,391
9,87,283
