source,target,weight
1,2,8
1,3,319
1,4,131
1,5,595
1,6,422
1,7,316
1,9,473
1,10,65
1,11,117
1,14,12
1,15,61
1,17,420
1,19,480
1,20,99
1,23,280
1,24,57
1,25,359
1,26,262
1,27,451
1,32,548
1,34,337
1,41,590
1,42,498
1,44,214
1,45,183
1,46,156
1,47,472
1,48,469
1,49,327
1,50,442
1,51,241
1,52,271
1,55,264
1,56,477
1,57,306
1,61,301
1,62,418
1,65,533
1,66,539
1,69,525
1,71,126
1,73,66
1,75,253
1,77,182
1,78,203
1,79,111
1,80,42
1,84,248
1,85,544
1,89,466
1,91,587
1,92,182
1,93,513
1,95,355
1,96,402
1,98,69
1,99,514
1,100,137
1,101,202
1,102,161
1,103,346
1,106,529
1,108,219
1,111,577
1,112,256
1,113,35
1,114,267
1,115,38
1,118,352
1,120,259
1,123,159
1,124,568
1,125,301
1,127,570
1,130,426
1,133,95
1,134,5
1,135,24
1,137,71
1,138,453
1,141,257
1,142,112
1,143,136
1,144,440
1,145,313
1,146,101
1,147,582
1,148,313
1,149,272
1,151,544
1,152,110
1,153,58
1,154,386
1,156,60
1,157,272
1,160,379
1,161,91
1,163,248
1,164,252
1,165,210
1,169,342
1,170,125
1,171,214
1,172,127
1,174,22
1,175,314
1,176,173
1,177,346
1,180,458
1,181,443
1,183,542
1,187,270
1,188,45
1,189,310
1,190,524
1,191,21
1,192,42
1,193,280
1,195,184
1,196,200
1,197,14
1,198,207
1,199,202
1,200,578
1,203,423
1,205,479
1,206,291
1,209,394
1,210,287
1,213,552
1,214,506
1,217,88
1,218,553
1,220,391
1,221,410
1,222,596
1,223,595
1,225,541
1,229,386
1,230,39
1,231,174
1,234,322
1,236,428
1,237,489
1,240,437
1,241,523
1,242,272
1,244,263
1,246,490
1,251,164
1,252,486
1,254,551
1,257,192
1,258,272
1,259,424
1,261,473
1,262,544
1,263,163
1,264,133
1,267,220
1,269,84
1,274,18
1,281,467
1,282,328
1,286,132
1,287,373
1,291,489
1,292,180
1,295,184
1,296,523
1,298,489
1,300,58
2,1,8
2,3,13
2,4,473
2,6,456
2,7,528
2,8,111
2,9,372
2,10,244
2,11,129
2,13,77
2,15,572
2,16,473
2,17,338
2,18,62
2,21,451
2,22,158
2,23,40
2,24,572
2,25,89
2,26,124
2,27,363
2,28,242
2,29,37
2,30,344
2,31,284
2,33,558
2,34,70
2,37,590
2,39,95
2,40,331
2,41,164
2,43,413
2,46,30
2,48,148
2,51,42
2,52,390
2,53,182
2,54,104
2,56,239
2,57,511
2,59,405
2,60,572
2,62,505
2,63,250
2,67,54
2,68,233
2,69,2
2,70,338
2,71,301
2,72,374
2,73,261
2,74,287
2,75,41
2,78,302
2,79,406
2,80,539
2,81,427
2,82,574
2,83,325
2,84,432
2,88,436
2,90,427
2,91,482
2,92,142
2,93,85
2,94,486
2,95,524
2,96,206
2,97,268
2,99,472
2,101,253
2,102,265
2,103,192
2,104,175
2,105,368
2,108,469
2,110,63
2,111,193
2,113,387
2,114,184
2,115,21
2,116,503
2,117,386
2,119,128
2,121,257
2,122,373
2,123,232
2,126,595
2,127,288
2,128,59
2,129,33
2,130,487
2,131,31
2,132,489
2,135,236
2,136,511
2,137,570
2,140,175
2,142,447
2,144,7
2,145,50
2,146,366
2,147,37
2,149,142
2,150,392
2,154,550
2,157,299
2,158,425
2,159,147
2,161,268
2,166,582
2,168,578
2,170,569
2,172,346
2,173,503
2,174,404
2,175,488
2,176,199
2,177,244
2,178,162
2,179,383
2,180,157
2,182,123
2,183,303
2,184,444
2,186,501
2,187,235
2,189,581
2,190,129
2,192,90
2,193,349
2,195,528
2,196,491
2,199,255
2,200,223
2,201,37
2,202,173
2,203,429
2,204,128
2,205,549
2,206,242
2,208,284
2,209,206
2,210,28
2,211,99
2,213,75
2,216,242
2,218,592
2,219,335
2,220,120
2,222,174
2,223,555
2,225,520
2,226,20
2,227,568
2,228,389
2,230,304
2,231,415
2,233,42
2,234,386
2,235,526
2,237,355
2,240,286
2,242,325
2,244,487
2,245,14
2,247,403
2,250,33
2,251,70
2,252,128
2,255,176
2,256,541
2,258,89
2,259,325
2,260,439
2,262,114
2,263,258
2,264,150
2,266,369
2,267,133
2,268,501
2,270,190
2,271,415
2,272,461
2,273,596
2,275,510
2,276,83
2,277,53
2,280,431
2,281,309
2,284,502
2,287,344
2,289,556
2,290,438
2,293,510
2,294,332
2,296,403
2,297,510
2,299,348
3,1,319
3,2,13
3,5,382
3,6,295
3,8,79
3,10,43
3,12,183
3,14,549
3,17,122
3,19,166
3,20,175
3,21,217
3,22,256
3,23,68
3,24,461
3,25,371
3,26,198
3,28,307
3,29,68
3,30,251
3,31,375
3,33,29
3,34,462
3,35,272
3,37,312
3,38,304
3,40,470
3,41,517
3,42,534
3,45,378
3,48,78
3,49,178
3,50,431
3,54,486
3,56,298
3,57,350
3,58,22
3,59,378
3,60,339
3,64,144
3,65,517
3,66,162
3,68,428
3,69,565
3,70,470
3,72,134
3,73,198
3,74,565
3,75,109
3,76,507
3,77,399
3,83,127
3,84,585
3,88,541
3,89,494
3,90,517
3,92,476
3,93,13
3,95,12
3,99,107
3,100,479
3,101,472
3,102,312
3,104,496
3,105,167
3,106,4
3,111,303
3,114,286
3,116,56
3,118,501
3,119,183
3,121,365
3,125,121
3,126,89
3,127,65
3,128,267
3,129,593
3,130,33
3,131,4
3,132,560
3,133,290
3,134,498
3,135,273
3,136,565
3,137,414
3,138,549
3,139,575
3,141,272
3,143,460
3,144,581
3,145,594
3,146,283
3,148,436
3,149,357
3,150,332
3,152,267
3,153,522
3,154,455
3,155,455
3,156,424
3,157,157
3,162,65
3,163,107
3,166,11
3,168,232
3,169,208
3,174,141
3,175,159
3,176,491
3,178,412
3,179,428
3,180,176
3,181,532
3,182,193
3,184,593
3,185,393
3,186,321
3,187,600
3,188,399
3,189,554
3,191,29
3,192,527
3,193,276
3,194,104
3,196,415
3,197,66
3,199,467
3,200,476
3,202,114
3,204,176
3,205,502
3,208,443
3,210,288
3,212,464
3,213,205
3,214,384
3,215,421
3,217,244
3,219,164
3,223,470
3,225,521
3,227,232
3,231,404
3,232,564
3,234,55
3,235,149
3,238,385
3,240,231
3,241,299
3,242,33
3,243,316
3,245,552
3,247,237
3,249,36
3,251,435
3,253,350
3,254,203
3,258,66
3,262,152
3,264,154
3,265,343
3,266,390
3,269,453
3,272,134
3,275,359
3,276,564
3,277,516
3,278,507
3,281,204
3,283,237
3,284,154
3,286,311
3,287,497
3,288,136
3,289,128
3,290,269
3,292,320
3,293,197
3,295,320
3,299,35
4,1,131
4,2,473
4,6,532
4,8,597
4,11,170
4,13,579
4,14,196
4,15,465
4,16,347
4,17,293
4,18,2
4,22,15
4,23,369
4,24,43
4,25,368
4,26,360
4,29,263
4,31,236
4,32,416
4,34,559
4,35,120
4,37,77
4,38,340
4,39,550
4,40,330
4,41,315
4,44,219
4,45,158
4,46,44
4,48,543
4,50,340
4,52,186
4,53,132
4,56,96
4,57,41
4,59,124
4,60,505
4,61,370
4,63,33
4,64,520
4,65,42
4,68,509
4,70,81
4,71,147
4,72,587
4,73,386
4,74,215
4,76,402
4,77,464
4,80,566
4,81,96
4,82,265
4,83,285
4,84,567
4,85,64
4,87,359
4,88,472
4,90,107
4,91,19
4,92,317
4,93,599
4,96,309
4,99,332
4,100,582
4,101,464
4,102,76
4,103,240
4,105,497
4,106,316
4,107,39
4,108,515
4,109,433
4,114,73
4,115,415
4,117,412
4,118,426
4,120,506
4,122,15
4,123,25
4,124,25
4,125,446
4,127,554
4,128,103
4,129,60
4,130,68
4,132,589
4,133,181
4,134,118
4,135,165
4,136,404
4,138,550
4,139,165
4,142,326
4,143,238
4,144,331
4,146,475
4,147,246
4,148,432
4,151,547
4,153,420
4,154,154
4,157,104
4,160,298
4,161,452
4,164,563
4,165,311
4,166,482
4,168,63
4,169,118
4,171,294
4,174,487
4,175,375
4,176,40
4,178,519
4,179,138
4,180,206
4,181,236
4,184,590
4,186,301
4,189,272
4,190,265
4,191,248
4,193,381
4,196,56
4,197,27
4,198,157
4,199,117
4,200,7
4,202,139
4,204,113
4,205,155
4,207,121
4,208,368
4,209,567
4,210,211
4,211,32
4,212,32
4,214,43
4,215,256
4,217,320
4,218,199
4,219,305
4,220,349
4,221,580
4,222,156
4,223,592
4,224,405
4,225,64
4,226,326
4,227,108
4,228,236
4,229,126
4,232,3
4,233,221
4,234,349
4,237,195
4,239,109
4,240,224
4,241,536
4,242,364
4,243,311
4,244,264
4,245,45
4,247,481
4,249,439
4,250,134
4,252,537
4,253,408
4,255,165
4,256,111
4,257,427
4,260,527
4,261,554
4,263,344
4,264,94
4,265,117
4,266,288
4,267,167
4,268,88
4,269,444
4,272,528
4,273,298
4,274,597
4,277,53
4,278,238
4,279,476
4,280,166
4,283,247
4,285,376
4,289,190
4,291,419
4,292,412
4,294,363
4,296,453
4,298,436
4,299,455
4,300,268
5,1,595
5,3,382
5,6,240
5,7,442
5,8,60
5,9,419
5,10,234
5,11,261
5,12,53
5,13,40
5,14,560
5,15,431
5,16,76
5,17,315
5,18,381
5,19,189
5,21,567
5,22,57
5,23,197
5,24,478
5,25,328
5,26,104
5,27,13
5,28,428
5,29,477
5,30,119
5,31,428
5,33,339
5,34,15
5,35,301
5,36,563
5,37,253
5,39,179
5,40,214
5,41,8
5,44,324
5,45,516
5,46,213
5,48,411
5,49,277
5,51,494
5,52,527
5,54,148
5,58,217
5,60,461
5,61,589
5,64,502
5,65,89
5,67,121
5,68,279
5,69,253
5,72,152
5,75,502
5,77,169
5,78,522
5,80,548
5,82,202
5,90,23
5,92,234
5,94,21
5,95,279
5,96,492
5,97,325
5,100,169
5,103,459
5,105,9
5,109,378
5,111,343
5,113,333
5,114,375
5,115,28
5,119,477
5,120,512
5,121,207
5,122,186
5,123,89
5,125,240
5,126,305
5,128,247
5,130,15
5,131,575
5,134,240
5,135,178
5,138,307
5,140,561
5,142,179
5,147,295
5,148,527
5,149,50
5,150,152
5,151,253
5,152,208
5,153,151
5,155,340
5,156,350
5,157,556
5,158,389
5,159,226
5,160,462
5,164,537
5,165,156
5,166,60
5,167,72
5,168,308
5,170,101
5,172,387
5,173,49
5,174,374
5,175,231
5,177,155
5,178,353
5,181,387
5,182,316
5,183,329
5,184,266
5,187,519
5,190,509
5,191,365
5,194,248
5,195,15
5,198,61
5,199,192
5,200,396
5,201,333
5,202,106
5,203,398
5,205,250
5,207,89
5,209,305
5,211,57
5,213,440
5,215,366
5,216,511
5,218,246
5,220,417
5,223,563
5,224,520
5,225,407
5,227,144
5,230,437
5,231,353
5,232,191
5,233,389
5,235,539
5,236,249
5,237,204
5,238,358
5,239,379
5,240,157
5,241,166
5,242,466
5,245,581
5,246,466
5,247,297
5,250,447
5,251,48
5,253,593
5,254,244
5,255,576
5,256,332
5,257,240
5,260,588
5,261,489
5,263,481
5,264,245
5,265,82
5,267,175
5,268,327
5,269,450
5,270,537
5,274,190
5,276,124
5,277,518
5,279,546
5,282,303
5,284,367
5,285,235
5,286,218
5,287,430
5,289,176
5,290,427
5,292,397
5,293,447
5,295,85
5,296,591
5,297,57
5,298,588
6,1,422
6,2,456
6,3,295
6,4,532
6,5,240
6,7,204
6,8,74
6,11,342
6,14,45
6,16,26
6,18,104
6,20,345
6,21,592
6,22,580
6,23,54
6,25,430
6,26,275
6,27,208
6,30,198
6,31,580
6,32,272
6,35,557
6,36,400
6,41,490
6,42,65
6,43,466
6,44,423
6,45,28
6,46,588
6,51,429
6,53,197
6,54,296
6,56,482
6,58,585
6,60,232
6,61,583
6,62,214
6,66,552
6,67,580
6,68,504
6,70,481
6,72,344
6,76,3
6,77,322
6,78,236
6,79,367
6,83,24
6,84,519
6,85,555
6,86,395
6,87,237
6,89,269
6,90,38
6,91,542
6,92,497
6,93,177
6,94,3
6,95,51
6,96,183
6,97,233
6,99,344
6,100,336
6,101,219
6,103,62
6,105,203
6,106,513
6,107,261
6,108,317
6,110,76
6,111,350
6,112,90
6,113,205
6,117,319
6,118,275
6,119,14
6,120,88
6,121,117
6,123,232
6,124,198
6,125,362
6,127,295
6,131,313
6,134,537
6,135,178
6,137,205
6,138,374
6,140,426
6,141,369
6,142,253
6,143,524
6,144,448
6,147,555
6,148,173
6,149,238
6,150,317
6,151,514
6,152,429
6,156,121
6,157,92
6,158,112
6,159,379
6,160,478
6,162,183
6,163,528
6,164,176
6,165,307
6,167,379
6,168,99
6,173,296
6,175,329
6,178,270
6,180,557
6,181,362
6,182,473
6,183,473
6,186,421
6,188,169
6,190,510
6,191,120
6,192,466
6,193,348
6,194,12
6,195,591
6,198,481
6,200,191
6,201,159
6,202,479
6,205,451
6,207,488
6,209,22
6,210,81
6,211,100
6,212,127
6,214,254
6,215,522
6,216,542
6,217,110
6,218,303
