source,target,weight
1,2,82
1,3,62
1,4,379
1,5,77
1,6,75
1,7,561
1,8,4
1,9,109
1,10,63
1,11,403
1,12,539
1,13,223
1,14,502
1,15,75
1,18,567
1,20,32
1,22,432
1,24,552
1,25,546
1,27,25
1,28,1
1,29,265
1,33,241
1,37,317
1,38,37
1,41,431
1,43,86
1,46,165
1,48,331
1,49,182
1,50,375
1,51,211
1,53,527
1,57,404
1,59,305
1,60,286
1,62,234
1,63,186
1,64,342
1,65,527
1,66,588
1,67,276
1,68,325
1,71,5
1,72,179
1,74,562
1,75,114
1,76,145
1,78,235
1,79,264
1,80,319
1,81,301
1,82,533
1,83,196
1,85,141
1,86,121
1,88,402
1,89,514
1,90,290
1,91,179
1,92,421
1,93,436
1,94,244
1,95,363
1,97,1
1,98,374
1,99,335
1,100,20
1,101,372
1,103,140
1,104,506
1,105,555
1,107,299
1,109,157
1,110,552
1,111,361
1,113,583
1,114,508
1,115,284
1,116,552
1,117,322
1,118,505
1,120,524
1,121,579
1,122,48
1,123,102
1,124,483
1,125,314
1,126,190
1,127,463
1,128,75
1,129,311
1,131,463
1,132,121
1,135,146
1,137,587
1,138,286
1,141,593
1,142,228
1,143,74
1,144,306
1,145,193
1,149,185
1,152,54
1,153,396
1,154,159
1,155,522
1,156,37
1,157,116
1,158,535
1,160,130
1,161,373
1,164,563
1,167,556
1,168,284
1,169,45
1,170,181
1,172,248
1,174,527
1,175,171
1,176,51
1,177,32
1,178,286
1,179,172
1,180,127
1,182,572
1,184,454
1,185,353
1,187,159
1,188,329
1,189,364
1,191,558
1,194,562
1,195,71
1,196,260
1,197,440
1,198,457
1,201,165
1,204,10
1,205,510
1,206,17
1,207,337
1,209,69
1,210,336
1,212,199
1,213,350
1,214,7
1,215,358
1,219,66
1,220,308
1,221,334
1,224,379
1,226,94
1,227,264
1,229,82
1,231,216
1,232,496
1,233,575
1,235,528
1,236,418
1,237,90
1,238,189
1,239,232
1,240,45
1,241,439
1,242,587
1,243,279
1,245,11
1,247,328
1,248,290
1,250,573
1,252,509
1,253,269
1,254,374
1,256,541
1,257,571
1,258,277
1,261,349
1,262,101
1,264,401
1,265,529
1,268,412
1,271,21
1,276,162
1,277,431
1,279,500
1,282,547
1,283,304
1,284,123
1,287,79
1,288,400
1,289,77
1,290,123
1,292,204
1,294,452
1,295,61
1,296,172
1,297,387
1,300,376
2,1,82
2,4,442
2,5,476
2,6,298
2,7,208
2,9,191
2,10,132
2,11,471
2,13,395
2,14,65
2,15,254
2,17,534
2,19,152
2,20,567
2,21,65
2,22,399
2,25,77
2,26,64
2,27,538
2,28,575
2,30,160
2,31,279
2,32,396
2,33,521
2,34,394
2,35,600
2,37,195
2,38,235
2,40,148
2,41,40
2,43,543
2,45,279
2,47,143
2,48,10
2,49,481
2,50,156
2,52,280
2,53,575
2,56,244
2,57,232
2,58,205
2,59,329
2,60,350
2,61,368
2,62,274
2,63,546
2,64,119
2,67,522
2,69,355
2,70,205
2,72,250
2,75,63
2,76,165
2,77,273
2,78,80
2,81,78
2,82,489
2,83,179
2,84,49
2,86,362
2,87,556
2,88,322
2,89,332
2,91,376
2,92,236
2,93,520
2,94,203
2,96,202
2,99,277
2,105,46
2,106,187
2,108,470
2,109,454
2,110,68
2,112,285
2,113,330
2,114,407
2,115,11
2,118,91
2,119,397
2,120,530
2,121,562
2,122,512
2,124,273
2,125,405
2,130,589
2,131,410
2,132,163
2,133,425
2,135,234
2,136,537
2,137,154
2,138,269
2,142,348
2,143,403
2,144,155
2,145,544
2,148,571
2,149,75
2,151,89
2,153,218
2,155,495
2,159,325
2,160,55
2,161,150
2,163,231
2,164,253
2,165,294
2,166,24
2,167,577
2,168,8
2,169,235
2,170,259
2,172,34
2,173,466
2,175,48
2,176,182
2,177,185
2,179,218
2,183,217
2,185,210
2,187,394
2,188,250
2,189,306
2,190,427
2,191,181
2,192,596
2,196,341
2,197,83
2,198,35
2,199,500
2,200,47
2,202,512
2,203,237
2,204,595
2,205,90
2,206,124
2,207,142
2,210,453
2,211,441
2,214,70
2,215,391
2,216,20
2,217,532
2,219,473
2,223,394
2,225,142
2,226,55
2,227,12
2,228,279
2,229,182
2,236,174
2,237,461
2,238,404
2,239,86
2,240,417
2,242,148
2,243,578
2,244,538
2,245,437
2,246,540
2,247,451
2,248,323
2,249,452
2,253,530
2,254,454
2,257,593
2,259,7
2,261,420
2,263,62
2,265,214
2,266,30
2,268,591
2,269,566
2,271,343
2,273,95
2,274,260
2,277,408
2,278,247
2,280,396
2,282,449
2,283,105
2,284,257
2,285,394
2,287,372
2,288,510
2,289,66
2,290,25
2,292,254
2,293,313
2,294,121
2,295,48
2,297,104
2,298,350
2,299,13
2,300,19
3,1,62
3,4,273
3,6,465
3,7,297
3,8,168
3,11,486
3,12,168
3,14,37
3,15,285
3,16,586
3,17,482
3,23,506
3,26,152
3,27,397
3,29,64
3,30,180
3,31,61
3,32,378
3,33,168
3,36,513
3,37,143
3,38,593
3,39,50
3,40,232
3,42,341
3,43,215
3,44,135
3,45,338
3,49,76
3,50,76
3,51,179
3,52,3
3,56,345
3,57,600
3,58,397
3,59,473
3,61,542
3,62,451
3,63,513
3,65,58
3,66,223
3,67,202
3,69,108
3,71,598
3,73,61
3,74,179
3,76,322
3,79,128
3,83,443
3,86,369
3,87,381
3,88,242
3,89,221
3,90,52
3,91,345
3,92,481
3,94,343
3,95,357
3,96,427
3,98,463
3,100,313
3,101,326
3,102,481
3,105,60
3,106,578
3,107,532
3,109,95
3,111,568
3,112,511
3,113,78
3,114,217
3,115,87
3,116,140
3,119,200
3,123,447
3,124,249
3,127,30
3,128,230
3,130,537
3,131,431
3,132,523
3,134,216
3,135,485
3,136,581
3,138,598
3,140,326
3,145,131
3,148,287
3,149,430
3,152,280
3,154,566
3,157,260
3,158,600
3,160,326
3,162,576
3,163,584
3,166,257
3,170,509
3,171,389
3,172,71
3,173,113
3,174,177
3,175,503
3,176,147
3,182,455
3,184,512
3,185,115
3,187,595
3,188,515
3,189,59
3,190,183
3,195,504
3,196,296
3,197,244
3,198,176
3,199,293
3,200,388
3,204,367
3,207,526
3,210,534
3,212,261
3,213,538
3,215,446
3,217,495
3,218,224
3,219,351
3,220,555
3,223,310
3,224,489
3,226,380
3,227,375
3,228,114
3,229,3
3,231,244
3,232,375
3,233,40
3,236,15
3,239,461
3,240,352
3,242,32
3,243,41
3,244,375
3,245,489
3,247,466
3,254,516
3,255,574
3,256,444
3,257,47
3,258,77
3,260,156
3,261,427
3,262,142
3,266,553
3,268,502
3,271,583
3,272,324
3,273,224
3,274,477
3,276,333
3,277,261
3,280,401
3,281,266
3,282,6
3,285,167
3,286,549
3,287,19
3,288,537
3,289,526
3,290,44
3,291,489
3,293,47
3,294,422
3,295,374
3,296,573
3,299,227
3,300,75
4,1,379
4,2,442
4,3,273
4,7,413
4,9,154
4,10,224
4,12,275
4,13,195
4,15,276
4,17,85
4,18,454
4,20,235
4,21,194
4,22,353
4,23,222
4,24,270
4,25,497
4,28,64
4,29,112
4,30,74
4,32,318
4,35,364
4,36,588
4,38,267
4,39,275
4,40,190
4,43,379
4,44,36
4,45,286
4,46,536
4,49,387
4,50,412
4,54,493
4,55,399
4,56,513
4,57,166
4,58,368
4,61,14
4,66,32
4,68,381
4,69,360
4,70,226
4,71,356
4,75,303
4,81,119
4,82,280
4,83,55
4,84,444
4,86,293
4,88,150
4,90,340
4,93,386
4,95,579
4,96,258
4,97,66
4,98,184
4,100,53
4,102,328
4,103,8
4,104,495
4,105,222
4,106,595
4,107,362
4,111,419
4,112,83
4,113,168
4,118,63
4,121,315
4,122,372
4,128,373
4,129,513
4,131,105
4,132,563
4,133,476
4,135,512
4,138,532
4,140,444
4,141,253
4,142,132
4,145,128
4,146,353
4,147,232
4,149,93
4,150,227
4,153,452
4,155,115
4,156,586
4,157,320
4,158,439
4,160,75
4,161,300
4,162,498
4,163,280
4,165,224
4,169,236
4,170,239
4,173,123
4,174,135
4,175,318
4,176,594
4,178,16
4,180,287
4,181,548
4,182,537
4,183,137
4,184,122
4,185,278
4,186,404
4,188,83
4,189,46
4,190,4
4,191,35
4,192,49
4,194,270
4,195,595
4,198,130
4,200,28
4,203,78
4,204,148
4,207,479
4,208,170
4,210,589
4,211,168
4,212,84
4,213,155
4,214,458
4,215,17
4,216,427
4,218,300
4,221,359
4,223,345
4,224,481
4,227,362
4,228,433
4,229,386
4,230,32
4,231,106
4,232,590
4,233,275
4,235,91
4,238,262
4,240,596
4,241,558
4,242,2
4,243,231
4,244,381
4,245,405
4,247,12
4,248,192
4,251,195
4,254,372
4,255,392
4,256,598
4,257,94
4,259,541
4,260,323
4,261,378
4,262,118
4,263,329
4,266,172
4,267,536
4,268,259
4,273,366
4,275,434
4,276,101
4,277,254
4,279,407
4,280,283
4,282,50
4,283,413
4,284,534
4,285,106
4,287,128
4,288,229
4,289,350
4,290,82
4,291,205
4,292,196
4,293,231
4,296,430
4,297,300
4,300,207
5,1,77
5,2,476
5,8,489
5,9,326
5,11,290
5,12,264
5,13,156
5,14,87
5,15,130
5,16,548
5,17,94
5,19,322
5,21,540
5,22,153
5,23,116
5,25,498
5,30,404
5,31,490
5,33,184
5,35,328
5,36,271
5,38,124
5,39,302
5,42,328
5,43,232
5,45,594
5,50,484
5,51,319
5,52,123
5,54,58
5,55,434
5,56,137
5,59,295
5,60,184
5,61,393
5,63,362
5,65,524
5,66,41
5,69,306
5,70,224
5,71,61
5,72,373
5,74,168
5,75,139
5,76,382
5,78,370
5,80,78
5,81,430
5,82,560
5,83,458
5,84,585
5,85,197
5,86,576
5,87,193
5,89,274
5,90,408
5,91,114
5,94,349
