source,target,weight
1,4,118
1,7,330
1,8,164
1,13,266
1,14,275
1,17,35
1,18,67
1,19,419
1,29,54
1,30,97
1,32,9
1,41,472
1,44,480
1,45,445
1,50,319
1,52,318
1,60,466
1,62,510
1,69,527
1,70,89
1,71,409
1,75,107
1,81,568
1,82,114
1,89,409
1,90,507
1,92,221
1,95,431
1,96,479
1,100,589
1,101,89
1,103,173
1,109,252
1,111,14
1,112,593
1,113,295
1,123,411
1,125,421
1,127,297
1,129,77
1,130,38
1,139,530
1,141,457
1,144,352
1,146,506
1,148,111
1,149,444
1,151,564
1,154,160
1,156,552
1,158,292
1,160,446
1,163,158
1,164,257
1,166,316
1,167,253
1,169,529
1,172,319
1,175,111
1,177,535
1,178,323
1,180,448
1,181,277
1,184,140
1,191,595
1,194,463
1,195,425
1,199,480
1,200,315
1,205,47
1,208,67
1,209,248
1,210,557
1,212,154
1,214,453
1,217,314
1,218,46
1,220,78
1,221,402
1,222,502
1,228,504
1,237,194
1,241,243
1,248,453
1,252,120
1,253,125
1,261,296
1,262,225
1,263,165
1,265,434
1,267,6
1,269,91
1,272,492
1,273,495
1,274,400
1,276,115
1,277,94
1,278,180
1,288,197
1,291,354
1,292,344
1,293,45
1,295,507
1,298,471
1,299,418
2,1,121
2,5,465
2,11,403
2,13,584
2,19,57
2,21,529
2,23,303
2,24,14
2,28,134
2,32,97
2,37,380
2,40,202
2,46,321
2,47,81
2,48,143
2,50,41
2,56,23
2,58,582
2,66,590
2,68,34
2,72,127
2,73,69
2,74,219
2,80,586
2,81,307
2,84,384
2,86,352
2,87,118
2,88,222
2,89,573
2,91,522
2,92,55
2,93,316
2,96,217
2,99,314
2,101,333
2,102,521
2,103,307
2,108,274
2,113,156
2,115,586
2,120,425
2,125,80
2,129,322
2,132,312
2,133,355
2,135,171
2,136,61
2,138,222
2,142,77
2,146,276
2,149,558
2,151,201
2,152,133
2,153,223
2,157,553
2,158,60
2,160,576
2,161,208
2,166,216
2,168,282
2,169,282
2,172,63
2,173,31
2,184,94
2,185,595
2,187,404
2,188,407
2,189,104
2,191,590
2,194,594
2,195,163
2,197,149
2,199,362
2,203,469
2,206,521
2,208,569
2,215,597
2,223,388
2,224,100
2,225,352
2,226,223
2,234,122
2,240,183
2,241,410
2,244,170
2,245,511
2,247,394
2,251,446
2,256,454
2,258,435
2,259,30
2,261,428
2,263,55
2,265,120
