source,target,weight
1,2,582
1,3,497
1,4,304
1,5,575
1,6,458
1,8,131
1,9,540
1,10,414
1,11,63
1,12,179
1,14,414
1,15,128
1,16,248
1,18,176
1,19,365
1,20,349
1,21,94
1,22,75
1,23,90
1,25,69
1,26,391
1,27,18
1,29,26
1,31,483
1,32,116
1,33,284
1,34,47
1,36,526
1,38,438
1,39,549
1,40,453
1,42,301
1,43,583
1,44,113
1,45,179
1,47,252
1,48,451
1,49,311
1,52,490
1,53,567
1,55,176
1,59,357
1,61,11
1,63,104
1,66,184
1,67,109
1,68,322
1,69,138
1,70,12
1,72,57
1,74,338
1,77,162
1,79,314
1,80,102
1,81,376
1,83,98
1,84,138
1,85,468
1,87,272
1,88,22
1,89,180
1,90,345
1,93,180
1,94,197
1,95,120
1,96,584
1,98,310
1,99,50
1,100,507
1,101,239
1,102,272
1,103,190
1,104,358
1,105,116
1,107,44
1,109,277
1,110,527
1,111,168
1,112,550
1,113,35
1,114,317
1,115,597
1,116,222
1,117,412
1,118,219
1,119,160
1,125,503
1,127,592
1,128,58
1,131,524
1,132,293
1,133,214
1,134,560
1,136,232
1,137,495
1,138,295
1,141,192
1,142,216
1,143,495
1,144,19
1,145,153
1,146,288
1,148,504
1,150,16
1,151,240
1,153,359
1,155,183
1,156,418
1,157,374
1,158,438
1,161,134
1,162,6
1,163,436
1,164,555
1,165,113
1,166,514
1,167,42
1,168,168
1,170,223
1,171,331
1,173,201
1,174,34
1,175,587
1,178,314
1,179,321
1,181,8
1,184,123
1,186,223
1,187,582
1,188,92
1,192,521
1,193,83
1,194,277
1,196,64
1,197,211
1,198,119
1,199,468
1,201,293
1,202,140
1,203,66
1,205,182
1,206,487
1,208,468
1,209,122
1,210,594
1,211,445
1,212,520
1,213,317
1,216,199
1,217,388
1,218,65
1,219,555
1,220,422
1,221,431
1,222,265
1,223,260
1,225,582
1,227,561
1,228,270
1,229,581
1,230,458
1,231,570
1,232,7
1,234,521
1,236,465
1,237,73
1,238,463
1,239,189
1,240,256
1,241,136
1,242,141
1,247,381
1,248,144
1,249,587
1,250,406
1,253,527
1,255,419
1,256,26
1,257,102
1,259,565
1,260,564
1,263,129
1,264,5
1,268,388
1,270,1
1,272,378
1,273,354
1,274,363
1,275,298
1,276,561
1,277,347
1,278,359
1,283,5
1,284,152
1,285,284
1,287,133
1,293,458
1,294,176
1,297,212
1,298,315
1,300,8
2,1,582
2,3,389
2,4,369
2,6,310
2,8,54
2,9,564
2,11,500
2,12,360
2,15,347
2,16,116
2,18,135
2,19,140
2,20,55
2,22,53
2,23,376
2,26,335
2,27,205
2,29,436
2,30,341
2,31,34
2,32,390
2,33,73
2,34,9
2,35,254
2,36,425
2,37,377
2,38,467
2,40,136
2,43,376
2,44,99
2,45,578
2,47,566
2,51,502
2,52,348
2,53,560
2,54,443
2,57,143
2,58,282
2,59,146
2,60,166
2,61,198
2,62,2
2,64,61
2,65,580
2,67,434
2,68,228
2,69,213
2,70,188
2,71,455
2,72,343
2,73,500
2,75,416
2,77,593
2,80,363
2,81,181
2,82,472
2,83,310
2,85,589
2,86,153
2,87,111
2,88,105
2,92,548
2,95,395
2,96,349
2,97,175
2,98,503
2,99,315
2,101,521
2,102,562
2,103,305
2,104,477
2,105,25
2,106,7
2,107,337
2,108,56
2,111,392
2,114,171
2,116,29
2,118,476
2,119,45
2,120,203
2,121,594
2,122,236
2,123,411
2,124,558
2,125,245
2,127,427
2,128,585
2,129,157
2,130,37
2,131,317
2,132,403
2,134,64
2,135,448
2,136,61
2,138,573
2,139,538
2,140,461
2,143,20
2,148,222
2,150,567
2,152,178
2,153,176
2,156,478
2,157,589
2,158,128
2,159,333
2,162,382
2,163,11
2,164,263
2,165,491
2,166,515
2,167,215
2,169,423
2,170,176
2,172,29
2,173,136
2,175,292
2,176,180
2,179,38
2,182,187
2,184,18
2,185,413
2,186,73
2,187,308
2,188,268
2,190,284
2,192,404
2,194,285
2,196,70
2,200,562
2,204,332
2,205,252
2,209,195
2,210,180
2,211,537
2,212,344
2,213,169
2,214,395
2,215,197
2,216,263
2,217,578
2,218,476
2,219,259
2,223,392
2,225,345
2,226,174
2,227,425
2,231,199
2,235,169
2,239,72
2,241,560
2,243,464
2,244,430
2,245,456
2,247,463
2,249,328
2,252,134
2,253,416
2,254,491
2,255,432
2,256,56
2,257,259
2,258,353
2,259,569
2,260,27
2,261,386
2,262,412
2,263,205
2,266,318
2,267,129
2,268,378
2,269,468
2,270,423
2,271,493
2,272,526
2,279,397
2,280,322
2,283,470
2,286,268
2,288,583
2,291,330
2,292,100
2,293,306
2,294,361
2,295,75
2,296,21
2,297,180
2,299,209
3,1,497
3,2,389
3,4,93
3,5,246
3,6,396
3,7,504
3,11,468
3,12,119
3,13,350
3,14,532
3,15,503
3,16,471
3,17,481
3,19,203
3,20,88
3,21,448
3,22,458
3,23,370
3,25,264
3,27,59
3,30,230
3,32,552
3,33,334
3,35,237
3,36,201
3,37,233
3,38,7
3,41,120
3,42,210
3,43,592
3,44,218
3,46,486
3,53,416
3,54,541
3,56,142
3,58,292
3,60,352
3,62,324
3,68,501
3,69,546
3,70,598
3,71,23
3,72,317
3,74,123
3,75,332
3,77,329
3,78,482
3,81,506
3,82,79
3,83,288
3,86,139
3,87,51
3,88,434
3,89,75
3,92,21
3,93,333
3,94,43
3,98,331
3,100,499
3,103,72
3,104,550
3,105,447
3,106,429
3,107,577
3,109,334
3,110,188
3,113,486
3,114,486
3,115,257
3,116,117
3,117,189
3,118,252
3,124,485
3,130,416
3,131,112
3,133,187
3,135,508
3,136,361
3,137,203
3,139,428
3,140,139
3,142,235
3,144,212
3,146,569
3,147,510
3,149,188
3,150,290
3,151,459
3,154,552
3,155,306
3,156,214
3,158,158
3,159,446
3,160,313
3,162,248
3,167,302
3,168,67
3,169,346
3,170,64
3,171,592
3,172,164
3,173,483
3,175,561
3,178,80
3,179,252
3,181,100
3,183,544
3,184,282
3,185,564
3,186,259
3,187,182
3,188,6
3,189,32
3,191,219
3,192,35
3,193,72
3,194,233
3,195,216
3,196,56
3,198,423
3,199,509
3,200,540
3,202,4
3,208,424
3,209,12
3,210,537
3,214,597
3,215,457
3,216,62
3,217,196
3,218,91
3,219,335
3,220,533
3,221,12
3,222,336
3,223,197
3,225,540
3,226,450
3,229,403
3,230,134
3,232,385
3,234,358
3,235,553
3,236,130
3,237,130
3,240,579
3,241,599
3,242,273
3,243,60
3,245,53
3,247,16
3,248,170
3,249,93
3,251,184
3,252,300
3,253,220
3,254,487
3,255,259
3,259,171
3,261,111
3,265,387
3,266,2
3,267,195
3,270,156
3,272,357
3,273,99
3,274,265
3,275,528
3,276,390
3,277,434
3,280,445
3,281,422
3,284,507
3,285,141
3,288,473
3,289,408
3,290,103
3,292,295
3,294,244
3,295,83
3,296,545
3,298,378
3,299,369
4,1,304
4,2,369
4,3,93
4,5,110
4,6,195
4,7,355
4,8,229
4,9,368
4,10,2
4,11,12
4,12,368
4,13,439
4,14,75
4,16,358
4,17,415
4,18,204
4,20,95
4,21,93
4,22,217
4,23,341
4,24,433
4,27,377
4,28,544
4,29,319
4,30,242
4,32,281
4,34,343
4,36,509
4,37,32
4,38,127
4,40,590
4,41,378
4,42,210
4,44,54
4,45,118
4,48,540
4,49,43
4,50,398
4,52,454
4,53,277
4,54,420
4,55,585
4,56,399
4,57,487
4,60,299
4,61,599
4,62,309
4,64,447
4,65,500
4,67,217
4,70,78
4,72,248
4,73,44
4,75,284
4,76,47
4,79,148
4,81,294
4,82,115
4,83,445
4,84,448
4,85,593
4,86,475
4,87,351
4,89,370
4,91,589
4,92,447
4,96,185
4,97,356
4,100,514
4,101,407
4,102,383
4,103,249
4,104,72
4,106,367
4,108,434
4,109,251
4,110,568
4,111,103
4,119,479
4,120,446
4,121,32
4,122,237
4,124,348
4,125,243
4,127,499
4,128,230
4,131,94
4,132,492
4,133,267
4,134,10
4,135,455
4,137,418
4,138,356
4,142,208
4,143,375
4,144,65
4,146,459
4,147,140
4,149,380
4,150,465
4,152,559
4,153,439
4,154,36
4,155,43
4,156,392
4,158,55
4,159,340
4,160,185
4,162,446
4,163,281
4,165,264
4,166,360
4,167,344
4,168,166
4,170,16
4,171,349
4,172,102
4,173,249
4,175,23
4,176,320
4,177,306
4,178,335
4,179,76
4,180,192
4,181,410
4,185,406
4,190,202
4,191,196
4,192,506
4,195,77
4,197,63
4,198,162
4,202,290
4,203,81
4,205,340
4,206,581
4,208,205
4,209,240
4,210,101
4,211,367
4,214,180
4,216,22
4,217,114
4,219,194
4,220,273
4,221,389
4,222,161
4,223,288
4,224,377
4,225,300
4,226,41
4,228,180
4,229,158
4,230,427
4,232,428
4,233,330
4,234,423
4,235,500
4,236,433
4,237,462
4,239,4
4,240,445
4,242,83
4,243,217
4,244,313
4,245,335
4,247,341
4,248,357
4,252,239
4,253,589
4,255,501
4,257,549
4,258,340
4,260,325
4,261,405
4,262,428
4,263,226
4,264,28
4,270,437
4,271,441
4,272,82
4,276,176
4,279,155
4,280,554
4,281,469
4,283,447
4,284,456
4,288,272
4,291,28
4,293,406
4,294,483
4,295,152
4,297,331
4,299,4
5,1,575
5,3,246
5,4,110
5,6,368
5,7,421
5,10,478
5,13,142
5,14,187
5,15,251
5,16,51
5,17,408
5,19,163
5,23,237
5,27,357
5,28,157
5,32,518
5,33,99
5,35,266
5,36,358
5,39,61
5,41,55
5,42,192
5,43,230
5,44,80
5,45,528
5,46,400
5,48,175
5,49,330
5,51,266
5,52,90
5,54,74
5,55,73
5,56,385
5,60,548
5,61,317
5,62,506
5,64,402
5,65,365
5,66,500
5,67,207
5,68,152
5,69,418
5,70,497
5,71,131
5,72,486
5,73,252
5,74,106
5,75,540
5,80,114
5,83,132
5,86,220
5,87,447
5,88,106
5,90,264
5,91,44
5,92,468
5,93,115
5,95,386
5,98,229
5,104,364
5,105,52
5,106,176
5,107,258
5,109,11
5,111,355
5,113,210
5,114,567
5,115,528
5,123,366
5,124,470
5,126,79
5,129,66
5,130,592
5,131,147
5,132,54
5,133,152
5,135,223
5,136,92
5,137,262
5,138,585
5,139,189
5,140,22
5,143,24
5,144,89
5,145,54
5,148,508
5,150,127
5,151,65
5,153,246
5,154,558
5,156,330
5,157,286
5,159,270
5,160,506
5,161,342
5,163,298
5,165,17
5,167,536
5,168,152
5,169,333
5,173,467
5,177,418
5,180,469
5,181,180
5,183,346
5,186,72
5,187,399
5,189,372
5,194,438
5,195,528
5,196,591
5,197,279
5,202,250
5,206,79
5,207,504
5,208,393
5,209,36
5,210,209
5,212,183
5,213,176
5,219,81
5,221,426
5,224,63
5,225,432
5,226,302
5,227,56
5,228,551
5,230,443
5,232,246
5,233,190
5,238,64
5,239,584
5,241,366
5,242,102
5,243,67
5,245,68
5,248,250
5,249,185
5,251,10
5,252,159
5,253,112
5,254,211
5,256,45
5,257,268
5,258,364
5,259,167
5,260,10
5,261,169
5,262,226
5,264,142
5,265,364
5,267,263
5,269,120
5,271,263
5,273,153
5,274,36
5,276,56
5,277,3
5,278,262
5,280,351
5,282,268
5,286,355
5,287,250
5,288,190
5,289,289
5,290,594
5,291,449
5,292,135
6,1,458
6,2,310
6,3,396
6,4,195
6,5,368
6,7,353
6,8,510
6,9,61
6,10,42
6,12,535
6,13,201
6,14,515
6,15,349
6,16,337
6,18,139
6,19,485
6,20,415
6,21,18
6,24,199
6,25,509
6,26,520
6,27,143
6,28,101
6,29,103
6,32,231
6,33,219
6,34,65
6,35,455
6,37,439
6,40,61
6,41,127
6,44,368
6,45,157
6,46,353
6,47,311
6,50,135
6,52,258
6,53,155
6,54,40
6,55,546
6,57,154
6,58,196
6,61,164
6,62,437
6,63,98
6,64,404
6,66,598
6,67,88
6,70,549
6,72,260
6,73,223
6,74,311
6,75,241
6,76,59
6,78,428
6,79,305
6,82,523
6,84,245
6,85,311
6,88,557
6,91,260
6,92,399
6,94,201
6,95,74
6,99,508
6,103,141
6,104,288
6,108,265
6,109,70
6,110,126
6,111,197
6,114,54
6,115,582
6,116,201
6,117,52
6,118,583
6,120,579
6,121,518
6,123,45
6,125,413
6,127,164
6,129,468
6,131,28
6,132,208
6,133,128
6,134,567
6,135,490
6,138,467
6,139,57
6,140,599
6,143,186
6,144,327
6,146,181
6,154,458
6,155,244
6,158,126
6,159,570
6,160,138
6,161,434
6,163,162
6,165,305
6,168,417
6,169,549
6,170,415
6,172,444
6,174,210
6,175,128
6,176,492
6,177,6
6,178,62
6,179,547
6,181,434
6,183,562
6,184,123
6,185,206
6,187,445
6,188,597
6,189,38
6,191,48
6,192,51
6,193,221
6,194,80
6,196,333
6,198,132
6,199,242
6,202,381
6,203,295
6,205,479
6,207,123
6,208,330
6,209,550
6,212,600
6,213,107
6,215,413
6,216,353
6,218,502
6,221,203
6,222,147
6,224,480
6,226,458
6,227,529
6,230,528
6,231,216
6,232,347
6,234,344
6,235,33
6,236,308
6,238,541
6,242,501
6,244,580
6,249,509
6,250,63
6,251,483
6,252,244
6,253,293
6,254,382
6,255,60
6,256,542
6,257,117
6,258,574
6,259,133
6,260,113
6,261,375
6,264,377
6,266,171
6,268,76
6,269,550
6,270,255
6,271,257
6,273,366
6,274,157
6,275,415
6,276,597
6,278,97
6,279,442
6,280,103
6,282,49
6,283,161
6,284,261
6,286,356
6,289,502
6,290,556
6,295,544
7,3,504
7,4,355
7,5,421
7,6,353
7,9,288
7,10,300
7,11,201
7,13,338
7,14,422
7,15,593
7,17,458
7,18,167
7,20,496
7,21,402
7,22,334
7,23,415
7,28,256
7,29,51
7,31,408
7,33,313
7,34,379
7,35,342
7,37,210
7,38,558
7,39,579
7,40,451
7,41,487
7,42,342
7,43,509
7,45,52
7,46,85
7,47,2
7,48,485
7,49,54
7,52,146
7,53,110
7,54,559
7,55,363
7,57,142
7,58,530
7,61,268
7,62,450
