source,target,weight
1,2,204
1,3,435
1,4,205
1,5,112
1,6,14
1,7,25
1,8,160
1,9,130
1,10,266
1,12,320
1,13,431
1,14,70
1,15,125
1,17,474
1,19,94
1,21,187
1,22,358
1,25,85
1,26,126
1,33,187
1,34,492
1,38,464
1,42,489
1,44,8
1,51,91
1,67,355
1,83,353
1,86,13
1,94,172
1,104,383
1,112,335
1,132,168
1,134,142
1,140,560
1,148,365
1,150,263
1,151,461
1,152,56
1,222,501
1,229,91
1,285,523
2,1,204
2,3,66
2,4,58
2,5,536
2,7,353
2,8,314
2,9,83
2,10,17
2,11,563
2,12,35
2,14,302
2,15,442
2,20,377
2,23,558
2,25,186
2,27,251
2,28,61
2,29,280
2,30,218
2,33,311
2,44,205
2,46,4
2,51,438
2,60,201
2,61,87
2,67,147
2,71,133
2,82,181
2,89,560
2,113,20
2,121,13
2,124,460
2,130,57
2,132,375
2,139,35
2,151,393
2,170,448
2,178,481
2,199,126
2,219,282
2,255,265
2,285,255
2,292,516
3,1,435
3,2,66
3,6,95
3,7,370
3,8,585
3,11,463
3,12,94
3,13,366
3,14,266
3,16,259
3,19,259
3,21,451
3,23,115
3,25,56
3,26,350
3,27,469
3,28,354
3,32,197
3,39,71
3,40,584
3,51,28
3,60,233
3,69,93
3,71,236
3,82,181
3,98,461
3,108,45
3,115,350
3,121,4
3,123,332
3,125,81
3,131,393
3,134,447
3,146,69
3,153,489
3,161,471
3,188,245
3,209,183
3,210,2
3,211,13
3,214,290
3,236,443
3,278,86
4,1,205
4,2,58
4,5,35
4,6,59
4,7,485
4,8,190
4,9,246
4,10,411
4,11,311
4,12,388
4,13,9
4,16,441
4,17,261
4,19,170
4,20,537
4,21,587
4,22,355
4,26,359
4,27,126
4,30,169
4,35,154
4,36,100
4,38,17
4,40,350
4,47,265
4,56,313
4,57,260
4,71,398
4,72,207
4,73,500
4,78,260
4,86,79
4,96,53
4,98,190
4,99,249
4,106,177
4,113,548
4,128,228
4,129,195
4,135,29
4,169,293
4,191,576
4,201,34
4,221,150
4,253,240
4,265,258
5,1,112
5,2,536
5,4,35
5,15,446
5,20,558
5,21,481
5,24,300
5,26,77
5,27,453
5,31,266
5,32,589
5,36,425
5,39,216
5,46,598
5,55,561
5,62,400
5,64,596
5,69,23
5,72,56
5,74,524
5,75,95
5,84,562
5,106,220
5,112,99
5,113,420
5,122,484
5,131,218
5,133,445
5,145,151
5,149,546
5,239,593
6,1,14
6,3,95
6,4,59
6,12,521
6,15,586
6,16,473
6,17,535
6,22,148
6,24,281
6,25,241
6,27,58
6,28,475
6,30,297
6,31,434
6,32,13
6,33,594
6,37,594
6,45,356
6,46,452
6,56,455
6,62,97
6,70,498
6,84,193
6,89,72
6,94,33
6,179,16
6,184,456
6,195,267
6,199,168
6,202,313
6,211,519
6,212,600
6,231,361
6,243,67
6,268,426
7,1,25
7,2,353
7,3,370
7,4,485
7,9,414
7,10,373
7,12,203
7,13,447
7,15,448
7,17,288
7,19,215
7,20,201
7,26,400
7,34,145
7,42,257
7,43,52
7,45,531
7,53,479
7,57,494
7,59,426
7,61,178
7,87,475
7,105,68
7,108,194
7,116,64
7,121,325
7,124,436
7,146,355
7,158,483
7,172,399
7,173,371
7,189,437
7,203,559
7,236,575
7,243,560
7,246,556
7,281,582
8,1,160
8,2,314
8,3,585
8,4,190
8,9,374
8,10,268
8,13,248
8,14,74
8,17,324
8,18,120
8,20,323
8,22,476
8,24,360
8,31,496
8,37,108
8,39,212
8,45,551
8,54,215
8,56,130
8,65,203
8,80,99
8,83,479
8,92,527
8,123,208
8,125,461
8,144,259
8,145,68
8,154,499
8,181,522
8,185,135
8,186,201
8,196,549
8,255,327
8,256,331
8,259,464
9,1,130
9,2,83
9,4,246
9,7,414
9,8,374
9,10,79
9,12,36
9,13,85
9,14,219
9,15,420
9,18,346
9,28,132
9,30,248
9,32,35
9,33,36
9,35,168
9,37,539
9,40,57
9,41,262
9,42,338
9,51,105
9,54,72
9,65,394
9,85,159
9,93,419
9,100,444
9,119,232
9,132,122
9,154,70
9,174,36
9,181,38
9,235,351
9,257,31
9,263,538
9,287,333
9,300,155
10,1,266
10,2,17
10,4,411
10,7,373
10,8,268
10,9,79
10,11,355
10,12,238
10,13,289
10,14,271
10,16,148
10,17,89
10,20,388
10,22,414
10,23,348
10,25,577
10,30,533
10,31,175
10,36,278
10,38,567
10,40,558
10,43,503
10,62,1
10,64,187
10,65,160
10,70,246
10,71,306
10,80,201
10,91,594
10,99,43
10,100,27
10,122,319
10,132,334
10,137,236
10,223,346
10,231,595
10,240,1
11,2,563
11,3,463
11,4,311
11,10,355
11,14,59
11,15,294
11,16,65
11,17,35
11,18,332
11,19,8
11,20,549
11,30,193
11,35,294
11,36,167
11,37,88
11,42,333
11,43,352
11,55,6
11,56,149
11,58,490
11,61,268
11,65,181
11,66,118
11,73,233
11,75,249
11,79,84
11,89,498
11,95,453
11,97,401
11,102,63
11,103,68
11,108,572
11,115,430
11,117,183
11,123,341
11,128,25
11,137,133
11,147,128
11,179,297
11,221,222
11,265,345
12,1,320
12,2,35
12,3,94
12,4,388
12,6,521
12,7,203
12,9,36
12,10,238
12,13,159
12,14,462
12,17,279
12,18,523
12,21,276
12,27,252
12,28,470
12,33,23
12,34,545
12,44,272
12,47,267
12,48,491
12,73,521
12,77,422
12,89,55
12,104,388
12,110,486
12,127,34
12,142,177
12,169,239
12,179,90
12,190,485
12,194,441
12,208,53
12,238,291
12,274,153
13,1,431
13,3,366
13,4,9
13,7,447
13,8,248
13,9,85
13,10,289
13,12,159
13,14,328
13,17,39
13,24,400
13,25,316
13,41,341
13,44,97
13,51,438
13,58,593
13,59,585
13,60,307
13,67,467
13,69,470
13,79,6
13,96,493
13,100,232
13,101,14
13,103,484
13,106,593
13,114,282
13,122,156
13,129,63
13,133,369
13,165,533
13,170,490
13,171,600
13,186,556
13,220,161
13,252,365
13,263,283
13,280,127
14,1,70
14,2,302
14,3,266
14,8,74
14,9,219
14,10,271
14,11,59
14,12,462
14,13,328
14,15,260
14,16,139
14,19,125
14,23,405
14,24,436
14,28,184
14,31,61
14,34,228
14,48,385
14,56,264
14,58,405
14,59,206
14,66,101
14,78,292
14,104,574
14,115,566
14,124,62
14,142,588
14,148,389
14,155,136
14,164,255
14,166,379
14,170,558
14,179,244
14,191,96
14,217,432
14,229,181
14,249,274
14,287,367
15,1,125
15,2,442
15,5,446
15,6,586
15,7,448
15,9,420
15,11,294
15,14,260
15,16,324
15,19,389
15,21,584
15,27,552
15,32,528
15,39,28
15,45,147
15,46,416
15,51,110
15,52,239
15,54,568
15,59,377
15,76,335
15,85,162
15,86,292
15,90,155
15,91,217
15,92,167
15,98,295
15,107,498
15,125,9
15,127,315
15,138,207
15,143,389
15,147,152
15,149,446
15,153,493
15,169,370
15,176,319
15,177,7
15,186,527
15,218,70
15,253,263
15,262,491
15,272,389
16,3,259
16,4,441
16,6,473
16,10,148
16,11,65
16,14,139
16,15,324
16,17,519
16,18,82
16,19,29
16,20,298
16,22,93
16,23,482
16,25,411
16,28,472
16,29,88
16,41,485
16,42,388
16,43,406
16,45,251
16,47,274
16,57,295
16,62,547
16,74,584
16,75,223
16,82,166
16,88,46
16,101,182
16,115,91
16,201,292
16,215,22
16,262,465
16,273,96
16,296,242
17,1,474
17,4,261
17,6,535
17,7,288
17,8,324
17,10,89
17,11,35
17,12,279
17,13,39
17,16,519
17,20,309
17,21,449
17,22,310
17,41,277
17,48,171
17,49,247
17,50,340
17,54,565
17,65,531
17,66,408
17,88,236
17,89,538
17,117,461
17,119,184
17,138,574
17,144,354
17,145,341
17,149,236
17,170,231
17,193,42
17,239,30
17,240,340
17,262,120
17,280,23
18,8,120
18,9,346
18,11,332
18,12,523
18,16,82
18,20,154
18,25,187
18,28,90
18,29,461
18,32,505
18,36,560
18,50,23
18,58,470
18,76,305
18,81,565
18,83,529
18,109,225
18,113,241
18,127,547
18,145,213
18,200,344
18,203,317
18,204,240
18,215,282
18,218,493
18,225,401
18,228,357
18,256,593
19,1,94
19,3,259
19,4,170
19,7,215
19,11,8
19,14,125
19,15,389
19,16,29
19,22,17
19,36,411
19,38,340
19,40,41
19,43,338
19,44,91
19,64,480
19,82,298
19,83,391
19,91,402
19,93,32
19,119,82
19,155,214
19,160,555
19,198,198
19,240,97
19,241,106
19,249,533
19,287,364
19,290,344
20,2,377
20,4,537
20,5,558
20,7,201
20,8,323
20,10,388
20,11,549
20,16,298
20,17,309
20,18,154
20,22,58
20,23,565
20,31,336
20,32,220
20,33,367
20,42,386
20,46,147
20,48,297
20,53,197
20,55,584
20,62,481
20,76,277
20,81,336
20,90,384
20,92,426
20,104,124
20,128,545
20,130,454
20,140,318
20,167,136
20,187,417
20,218,100
20,256,274
20,274,569
20,275,516
21,1,187
21,3,451
21,4,587
21,5,481
21,12,276
21,15,584
21,17,449
21,23,197
21,25,84
21,29,47
21,35,555
21,37,175
21,40,531
21,43,62
21,44,19
21,45,452
21,46,138
21,47,101
21,50,263
21,52,554
21,57,100
21,61,493
21,62,137
21,77,246
21,85,419
21,86,499
21,103,497
21,124,587
21,127,2
21,160,200
21,166,259
21,171,571
21,196,516
21,202,502
21,204,482
21,206,88
21,256,49
21,278,56
21,287,370
22,1,358
22,4,355
22,6,148
