source,target,weight
1,19,419
1,21,147
1,45,247
1,54,437
1,61,25
1,64,525
1,65,265
1,66,301
1,69,273
1,76,103
1,96,592
1,100,448
1,108,286
1,119,214
1,123,139
1,125,82
1,126,172
1,149,379
1,156,417
1,164,426
1,179,383
1,183,567
1,187,80
1,200,536
1,205,372
1,210,458
1,220,556
1,231,474
1,238,487
1,241,380
1,243,483
1,251,395
1,269,39
1,280,522
1,297,353
2,4,361
2,15,77
2,16,400
2,19,424
2,27,490
2,38,562
2,72,349
2,75,495
2,98,410
2,101,581
2,114,111
2,115,117
2,125,505
2,129,523
2,138,226
2,151,161
2,154,72
2,157,169
2,168,133
2,184,246
2,191,502
2,194,192
2,196,413
2,203,113
2,225,268
2,233,76
2,244,29
2,250,424
2,260,494
2,262,502
2,268,496
2,269,222
2,277,368
2,284,462
2,287,382
3,11,411
3,21,78
3,28,528
3,38,415
3,50,369
3,51,105
3,58,518
3,71,366
3,73,394
3,76,64
3,117,218
3,125,415
3,129,515
3,131,394
3,141,55
3,142,566
3,177,283
3,194,11
3,200,371
3,217,30
3,253,30
3,258,75
3,262,236
3,263,222
3,269,244
3,273,20
3,276,178
3,280,53
3,282,428
3,285,283
3,287,28
3,289,549
3,292,426
3,296,510
3,298,517
4,39,564
4,42,33
4,43,207
4,46,198
4,53,419
4,58,445
4,64,550
4,75,458
4,82,330
4,105,500
4,112,162
4,118,289
4,138,291
4,147,152
4,153,454
4,161,455
4,183,149
4,188,509
4,195,292
4,200,121
4,206,271
4,209,289
4,210,594
4,214,330
4,219,571
4,230,379
4,234,583
4,236,392
4,237,369
4,253,545
4,256,73
4,266,411
4,272,94
4,285,544
4,288,287
5,16,162
5,29,61
5,38,520
5,60,527
5,72,273
5,77,437
5,81,319
5,92,97
5,96,586
5,100,41
5,112,428
5,122,581
5,125,192
5,126,339
5,143,544
5,148,351
5,149,114
5,153,396
5,156,82
5,161,467
5,174,67
5,188,320
5,194,240
5,206,122
5,210,95
5,215,329
5,226,61
5,231,287
5,245,409
5,250,276
5,253,567
5,255,99
5,259,335
5,275,585
5,299,584
6,1,262
6,5,284
6,11,455
6,13,582
6,22,171
6,25,93
6,40,591
6,50,572
6,52,205
6,67,541
6,68,130
6,71,513
6,87,573
6,99,519
6,105,445
6,112,147
6,121,523
6,128,514
6,131,519
6,141,46
6,158,467
6,167,389
6,190,576
6,197,342
6,200,58
6,225,321
6,239,568
6,249,205
6,253,540
6,257,360
6,269,146
6,282,354
6,284,458
6,290,264
6,296,85
7,4,242
7,19,101
7,37,107
7,42,384
7,49,532
7,52,555
7,64,445
7,65,584
7,69,407
7,72,532
7,76,456
7,79,101
7,81,504
7,95,574
7,97,31
7,113,483
7,116,536
7,117,405
7,120,170
7,128,166
7,140,199
7,144,342
7,148,68
7,169,208
7,175,213
7,179,288
7,181,82
7,182,376
7,222,530
7,229,50
7,237,507
7,263,103
7,267,155
7,285,482
7,296,309
8,28,225
8,30,582
8,55,206
8,56,2
8,61,150
8,63,151
8,65,189
8,69,539
8,73,140
8,84,176
8,91,48
8,104,254
8,129,264
8,131,69
8,137,538
8,142,247
8,154,269
8,157,586
8,159,163
8,161,494
8,185,208
8,196,184
8,207,38
8,209,478
8,212,406
8,226,567
8,235,421
8,247,87
8,252,102
8,265,487
8,270,159
8,272,198
8,282,265
8,285,1
8,300,66
9,5,396
9,13,74
9,40,4
9,47,302
9,57,256
9,59,327
9,67,380
9,78,263
9,81,180
9,83,422
9,85,499
9,91,426
9,94,112
9,96,339
9,103,234
9,104,4
9,120,364
9,129,454
9,130,556
9,132,344
9,162,243
9,170,551
9,178,45
9,179,470
9,181,151
9,201,329
9,203,167
9,205,551
9,215,439
9,228,406
9,238,494
9,246,6
9,251,460
9,258,44
9,267,310
10,4,186
10,11,14
10,14,59
10,25,468
10,37,200
10,47,436
10,66,242
10,67,464
10,69,298
10,73,354
10,85,35
10,98,339
10,99,248
10,107,161
10,111,564
10,122,542
10,154,513
10,156,376
10,167,587
10,174,14
10,185,218
10,196,14
10,210,571
10,215,295
10,222,425
10,230,96
10,233,72
10,241,433
10,246,17
10,248,29
10,274,369
10,275,269
10,276,237
10,286,513
10,296,251
11,3,108
11,4,308
11,8,480
11,18,495
11,22,570
11,38,5
11,46,582
11,49,60
11,65,100
11,80,288
11,81,49
11,84,495
11,92,80
11,102,35
11,107,81
11,113,473
11,116,58
11,120,67
11,129,594
11,130,149
11,142,227
11,145,558
11,146,86
11,155,57
11,157,283
11,165,169
11,171,366
11,182,419
11,251,532
11,258,501
11,262,450
11,269,339
11,272,117
11,277,221
11,282,499
12,9,370
12,21,20
12,25,193
12,27,343
12,43,306
12,99,278
12,111,230
12,117,229
12,122,360
12,139,367
12,142,409
12,146,532
12,154,17
12,165,506
12,172,474
12,173,244
12,180,378
12,203,457
12,204,75
12,207,48
12,215,120
12,228,385
12,232,401
12,235,10
12,236,222
12,242,582
12,244,342
12,255,422
12,258,313
12,261,213
12,266,504
12,269,321
12,274,266
12,290,468
12,296,503
13,6,521
13,10,472
13,22,502
13,38,574
13,52,367
