source,target,weight
1,2,75
1,3,432
1,4,347
1,5,105
1,6,349
1,7,188
1,8,124
1,9,500
1,10,510
1,11,487
1,12,372
1,13,390
1,14,102
1,15,61
1,16,575
1,17,586
1,18,39
1,19,400
1,21,420
1,22,538
1,23,265
1,24,460
1,26,81
1,27,457
1,28,349
1,29,593
1,30,305
1,31,499
1,32,54
1,33,156
1,34,81
1,35,164
1,36,202
1,37,85
1,38,51
1,40,542
1,41,302
1,42,87
1,43,309
1,44,194
1,45,379
1,46,39
1,47,484
1,49,550
1,51,286
1,52,477
1,53,376
1,54,132
1,56,130
1,57,355
1,58,228
1,59,44
1,60,158
1,61,532
1,62,225
1,63,52
1,64,179
1,65,546
1,66,212
1,67,111
1,68,543
1,69,271
1,70,103
1,71,141
1,72,6
1,73,587
1,74,357
1,75,329
1,76,377
1,77,129
1,78,28
1,79,400
1,80,62
1,81,593
1,82,267
1,83,250
1,85,188
1,86,113
1,87,152
1,88,59
1,89,64
1,90,299
1,91,484
1,92,408
1,93,260
1,94,457
1,95,531
1,96,92
1,97,197
1,98,378
1,99,101
1,100,264
1,101,56
1,102,528
1,103,488
1,104,581
1,105,277
1,106,518
1,107,394
1,108,432
1,109,495
1,110,404
1,111,298
1,112,377
1,113,309
1,114,142
1,115,298
1,116,564
1,117,438
1,118,560
1,119,497
1,120,468
1,121,274
1,122,567
1,123,184
1,124,337
1,125,370
1,126,163
1,127,422
1,128,367
1,129,579
1,130,576
1,131,593
1,132,454
1,133,388
1,134,124
1,135,508
1,136,380
1,138,566
1,139,451
1,140,246
1,141,94
1,142,240
1,143,234
1,144,74
1,145,81
1,147,508
1,148,62
1,149,499
1,151,270
1,152,517
1,154,88
1,155,597
1,156,300
1,157,52
1,158,248
1,159,12
1,160,276
1,161,264
1,162,204
1,163,4
1,164,28
1,165,593
1,166,159
1,167,456
1,168,457
1,169,414
1,170,257
1,171,253
1,172,52
1,173,100
1,176,540
1,177,149
1,178,337
1,179,289
1,180,169
1,181,207
1,182,161
1,183,239
1,184,500
1,185,62
1,186,343
1,188,308
1,189,157
1,190,522
1,192,348
1,193,348
1,194,332
1,195,292
1,196,96
1,197,588
1,198,241
1,199,380
1,200,310
1,201,385
1,202,241
1,203,469
1,204,338
1,205,569
1,206,34
1,207,219
1,208,33
1,209,119
1,210,530
1,211,357
1,212,123
1,213,596
1,214,263
1,215,10
1,216,590
1,217,90
1,218,196
1,219,491
1,220,3
1,221,33
1,222,251
1,223,120
1,224,139
1,225,386
1,226,94
1,228,158
1,229,194
1,230,325
1,231,422
1,232,165
1,233,178
1,234,19
1,235,386
1,236,331
1,237,215
1,238,279
1,239,436
1,240,21
1,242,17
1,244,102
1,245,574
1,246,562
1,247,378
1,248,251
1,249,11
1,250,357
1,251,37
1,252,497
1,253,155
1,254,560
1,255,183
1,256,585
1,257,15
1,258,160
1,260,550
1,261,407
1,262,389
1,263,551
1,264,209
1,265,415
1,266,40
1,267,312
1,268,430
1,269,54
1,270,269
1,271,497
1,272,336
1,273,431
1,274,570
1,275,497
1,276,65
1,277,231
1,278,147
1,279,108
1,280,471
1,281,563
1,282,543
1,283,123
1,284,60
1,285,256
1,286,544
1,287,464
1,288,438
1,289,84
1,290,420
1,291,496
1,292,296
1,293,73
1,294,70
1,296,228
1,297,334
1,298,274
1,299,188
1,300,291
2,1,125
2,3,353
2,4,385
2,5,149
2,7,125
2,8,315
2,9,99
2,10,357
2,11,558
2,12,33
2,13,48
2,14,165
2,15,459
2,16,167
2,17,542
2,19,456
2,20,501
2,21,7
2,22,130
2,24,459
2,25,320
2,26,180
2,27,54
2,28,60
2,29,219
2,30,568
2,31,530
2,32,503
2,33,398
2,34,328
2,35,241
2,36,275
2,37,259
2,38,35
2,39,463
2,40,342
2,41,175
2,42,294
2,43,349
2,44,355
2,45,391
2,46,168
2,47,416
2,48,475
2,49,50
2,50,156
2,51,196
2,52,10
2,53,153
2,54,91
2,55,396
2,56,321
2,57,170
2,58,324
2,59,158
2,60,169
2,61,127
2,62,36
2,63,466
2,64,82
2,65,42
2,66,196
2,67,212
2,68,285
2,69,300
2,70,498
2,72,171
2,73,351
2,74,309
2,75,107
2,76,202
2,77,229
2,79,442
2,80,251
2,82,327
2,83,162
2,85,296
2,86,561
2,87,282
2,88,104
2,89,87
2,90,243
2,91,97
2,92,168
2,94,576
2,95,421
2,96,374
2,97,10
2,98,454
2,99,160
2,101,124
2,102,132
2,103,190
2,104,556
2,105,595
2,106,397
2,107,261
2,108,38
2,109,437
2,110,377
2,111,561
2,112,175
2,115,343
2,116,557
2,117,357
2,118,9
2,119,13
2,121,290
2,122,440
2,123,559
2,124,158
2,125,418
2,126,228
2,127,43
2,128,583
2,129,125
2,130,424
2,131,587
2,132,134
2,133,489
2,134,315
2,135,434
2,136,94
2,137,469
2,138,255
2,139,212
2,140,328
2,141,435
2,142,236
2,144,8
2,145,303
2,146,391
2,147,524
2,148,479
2,149,539
2,150,227
2,151,541
2,152,250
2,153,21
2,154,535
2,156,88
2,157,28
2,159,140
2,160,123
2,161,448
2,163,206
2,164,26
2,165,335
2,166,284
2,167,219
2,168,250
2,169,361
2,170,368
2,171,405
2,172,87
2,173,53
2,174,253
2,175,491
2,176,575
2,177,352
2,178,104
2,179,506
2,180,519
2,181,10
2,182,33
2,183,410
2,184,450
2,185,557
2,186,212
2,187,161
2,188,201
2,189,147
2,190,91
2,191,295
2,192,238
2,194,459
2,195,428
2,196,442
2,197,234
2,198,377
2,199,268
2,200,542
2,201,2
2,202,237
2,203,323
2,204,267
2,205,471
2,206,408
2,207,230
2,208,337
2,209,56
2,210,517
2,211,263
2,212,312
2,213,579
2,214,247
2,215,577
2,216,162
2,217,407
2,218,97
2,219,176
2,220,202
2,222,599
2,223,548
2,224,177
2,225,400
2,226,136
2,227,67
2,228,597
2,229,343
2,230,137
2,231,206
2,232,571
2,233,80
2,234,177
2,235,50
2,236,437
2,237,357
2,238,276
2,239,43
2,240,278
2,241,38
2,242,452
2,243,100
2,244,276
2,245,377
2,246,329
2,247,5
2,248,482
2,249,143
2,250,358
2,251,280
2,252,256
2,253,241
2,254,172
2,255,553
2,256,346
2,257,332
2,258,483
2,259,544
2,260,395
2,261,283
