source,target,weight
1,6,68
1,7,294
1,10,216
1,15,70
1,22,397
1,28,203
1,31,413
1,33,264
1,37,538
1,40,177
1,41,59
1,42,461
1,44,425
1,46,123
1,50,165
1,51,278
1,53,415
1,56,265
1,59,513
1,63,61
1,66,594
1,69,30
1,70,327
1,79,218
1,82,240
1,86,15
1,89,134
1,90,467
1,94,294
1,95,82
1,98,258
1,99,403
1,102,582
1,103,174
1,107,273
1,110,447
1,111,365
1,115,228
1,117,16
1,127,64
1,133,104
1,137,133
1,144,14
1,147,125
1,148,326
1,149,524
1,153,516
1,155,150
1,159,364
1,160,87
1,162,207
1,164,349
1,165,473
1,167,24
1,171,333
1,173,152
1,180,536
1,184,78
1,185,171
1,188,483
1,194,402
1,197,210
1,198,167
1,199,252
1,202,403
1,204,42
1,205,214
1,208,512
1,209,421
1,210,319
1,217,493
1,222,119
1,223,365
1,225,586
1,227,509
1,229,160
1,234,246
1,244,47
1,251,497
1,253,215
1,255,460
1,260,182
1,262,445
1,263,224
1,264,198
1,270,40
1,273,475
1,275,353
1,276,355
1,279,178
1,283,542
1,284,360
1,285,309
1,286,246
1,290,187
1,291,289
1,292,400
1,296,76
1,298,254
2,1,482
2,3,515
2,4,557
2,9,589
2,10,348
2,15,454
2,16,197
2,17,287
2,19,534
2,21,221
2,27,308
2,30,373
2,31,316
2,36,591
2,40,519
2,43,84
2,44,119
2,56,18
2,62,196
2,67,271
2,68,570
2,70,126
2,71,421
2,72,250
2,73,273
2,74,376
2,76,392
2,78,166
2,79,352
2,83,113
2,86,596
2,91,243
2,95,164
2,97,198
2,100,61
2,101,486
2,104,257
2,111,260
2,114,60
2,117,90
2,120,34
2,122,460
2,125,429
2,127,4
2,128,479
2,129,344
2,132,135
2,134,322
2,138,290
2,142,210
2,144,84
2,145,299
2,146,387
2,153,533
2,154,220
2,159,224
2,167,114
2,169,474
2,173,133
2,178,421
2,180,510
2,187,496
2,190,594
2,194,344
2,196,304
2,197,307
2,198,244
2,201,193
2,204,353
2,205,260
2,208,207
2,211,13
2,213,423
2,215,190
2,219,354
2,226,12
2,229,274
2,231,266
2,235,534
2,238,352
2,243,233
2,248,541
2,250,90
2,254,293
2,258,65
2,264,86
2,265,218
2,266,276
2,267,490
2,269,225
2,270,256
2,271,227
2,275,417
2,277,588
2,283,279
2,290,440
2,292,146
2,295,534
2,297,209
3,6,421
3,9,87
3,11,347
3,14,76
3,15,253
3,18,574
3,19,37
3,20,115
3,21,405
3,22,460
3,27,167
